ID,sw_costRT,sw_avg_ac,sw_inc_ac,sw_acc,sw_iacc
5001,179.8823529,0.7555555559999999,0.736263736,0.747252747,0.704545455
5002,301.5749831,0.955555556,0.921348315,0.934065934,0.88372093
5003,48.14021164,0.916666667,0.911111111,0.923076923,0.9069767440000001
5004,221.2755941,0.9722222220000001,0.966666667,0.9670329670000001,0.933333333
5005,504.8604353,0.638888889,0.641304348,0.488888889,0.54
5006,236.86808109999998,0.9611111109999999,0.9560439559999999,0.9560439559999999,0.931818182
5007,135.2687124,0.922222222,0.8888888890000001,0.857142857,0.790697674
5008,185.1920455,0.933333333,0.9120879120000001,0.898876404,0.8636363640000001
5009,73.30126829,0.9611111109999999,0.9670329670000001,0.9670329670000001,1.0
5010,234.0774901,0.855555556,0.8444444440000001,0.811111111,0.8
5011,114.2048929,0.933333333,0.8888888890000001,0.945054945,0.880952381
5012,213.2170106,0.8888888890000001,0.8478260870000001,0.8764044940000001,0.8478260870000001
5013,95.86093343,0.7222222220000001,0.674157303,0.72826087,0.666666667
5014,217.1690909,0.583333333,0.41758241799999996,0.611111111,0.48837209299999995
5015,113.54117649999999,0.944444444,0.93258427,0.944444444,0.953488372
5016,270.7413793,0.644444444,0.644444444,0.6373626370000001,0.627906977
5017,70.42002269,0.933333333,0.921348315,0.9347826090000001,0.9285714290000001
5018,128.9833642,0.8888888890000001,0.813186813,0.8666666670000001,0.8125
5019,105.5841247,0.933333333,0.89010989,0.934065934,0.8636363640000001
5020,77.58807119,0.9944444440000001,0.989130435,1.0,1.0
5021,130.8829114,0.9055555559999999,0.879120879,0.868131868,0.8297872340000001
5022,255.62770559999998,0.833333333,0.811111111,0.7333333329999999,0.7209302329999999
5024,264.04675530000003,0.655555556,0.64516129,0.640449438,0.645833333
5025,121.8484848,0.894444444,0.855555556,0.846153846,0.8
5026,319.1472628,0.9277777779999999,0.911111111,0.9021739129999999,0.8863636359999999
5027,-4.485173762,0.7555555559999999,0.532608696,0.7444444440000001,0.54
5028,171.723108,0.7444444440000001,0.6813186809999999,0.685393258,0.627906977
5029,103.4163395,0.9055555559999999,0.865168539,0.846153846,0.76744186
5030,249.2423384,0.8611111109999999,0.8222222220000001,0.826086957,0.795454545
5031,285.23662260000003,0.9277777779999999,0.9021739129999999,0.887640449,0.833333333
5032,34.98565069,0.911111111,0.8444444440000001,0.855555556,0.760869565
5033,107.48928329999998,0.8833333329999999,0.8426966290000001,0.8666666670000001,0.837209302
5034,10.19228803,0.655555556,0.577777778,0.7111111109999999,0.666666667
5035,58.619517099999996,0.783333333,0.640449438,0.7692307690000001,0.625
5036,138.7960089,0.8833333329999999,0.855555556,0.865168539,0.9024390240000001
5037,237.31712960000002,0.894444444,0.833333333,0.880434783,0.787234043
5038,255.72191780000003,0.794444444,0.692307692,0.760869565,0.6521739129999999
5039,240.42001859999996,0.8444444440000001,0.7888888890000001,0.797752809,0.707317073
5040,211.50955730000004,0.8611111109999999,0.793478261,0.7888888890000001,0.70212766
5041,114.51537749999999,0.7333333329999999,0.703296703,0.703296703,0.688888889
5042,188.26410259999997,0.622222222,0.5111111110000001,0.571428571,0.46511627899999997
5043,71.79895502,0.738888889,0.6813186809999999,0.696629213,0.604651163
5044,116.63906399999999,0.666666667,0.626373626,0.6373626370000001,0.522727273
5045,49.44470046,0.655555556,0.6333333329999999,0.608695652,0.574468085
5046,273.2462687,0.661111111,0.655555556,0.571428571,0.581395349
5047,44.62488071,0.894444444,0.877777778,0.879120879,0.8222222220000001
5048,205.5090285,0.8833333329999999,0.857142857,0.8888888890000001,0.88372093
5049,401.6526413,0.9,0.8666666670000001,0.8222222220000001,0.76744186
5050,306.45723680000003,0.583333333,0.510869565,0.527472527,0.46808510600000003
5051,108.39978899999998,0.838888889,0.7888888890000001,0.877777778,0.837209302
5052,110.5265027,0.672222222,0.688888889,0.6777777779999999,0.651162791
5053,67.50304414,0.805555556,0.7111111109999999,0.8,0.744186047
5054,114.04243570000001,0.922222222,0.879120879,0.9,0.808510638
5055,113.67660259999998,0.894444444,0.8888888890000001,0.913043478,0.954545455
5056,266.00106969999996,0.833333333,0.855555556,0.77173913,0.795454545
5057,22.32200761,0.933333333,0.891304348,0.911111111,0.88
5058,116.3387821,0.877777778,0.8121546959999999,0.861878453,0.7894736840000001
5059,-148.81474359999999,0.877777778,0.8478260870000001,0.879120879,0.8297872340000001
5060,11.25277162,0.944444444,0.8888888890000001,0.921348315,0.8292682929999999
5061,-52.75952997,0.683333333,0.629213483,0.6373626370000001,0.511627907
5062,-77.36725153,0.85,0.7303370790000001,0.8602150540000001,0.739130435
5063,29.18165285,0.838888889,0.795454545,0.826086957,0.761904762
5065,122.21796850000001,0.894444444,0.8089887640000001,0.858695652,0.727272727
5066,207.5695946,0.855555556,0.7692307690000001,0.813186813,0.704545455
5067,124.5295518,0.938888889,0.898876404,0.913043478,0.8409090909999999
5068,96.53636331,0.8833333329999999,0.811111111,0.922222222,0.9069767440000001
5069,342.23003660000006,0.8222222220000001,0.797752809,0.7692307690000001,0.744186047
5071,231.63939390000002,0.783333333,0.7111111109999999,0.7333333329999999,0.674418605
5072,125.0065108,0.666666667,0.604395604,0.666666667,0.625
5073,12.34212138,0.894444444,0.8222222220000001,0.858695652,0.765957447
5074,87.85735706,0.8,0.662921348,0.8152173909999999,0.727272727
5075,151.77977019999997,0.938888889,0.944444444,0.922222222,0.9024390240000001
5076,89.53688473,0.95,0.923076923,0.93258427,0.9069767440000001
5077,211.09241969999997,0.872222222,0.7692307690000001,0.846153846,0.7446808509999999
5078,225.97884219999997,0.916666667,0.865168539,0.891304348,0.8222222220000001
5079,133.8446655,0.938888889,0.933333333,0.923076923,0.9285714290000001
5080,185.6025584,0.911111111,0.877777778,0.89010989,0.837209302
5081,145.22343180000001,0.933333333,0.944444444,0.911111111,0.88372093
5082,110.8838803,0.588888889,0.532608696,0.662921348,0.630434783
5083,209.7716049,0.85,0.795454545,0.7826086959999999,0.69047619
5084,163.71077250000002,0.9611111109999999,0.945652174,0.945054945,0.914893617
5085,119.40807360000001,0.772222222,0.703296703,0.7888888890000001,0.708333333
5086,-43.70523912,0.672222222,0.5505617979999999,0.673913043,0.568181818
5087,46.93514335,0.955555556,0.9090909090000001,0.9347826090000001,0.857142857
5088,16.14119089,0.95,0.921348315,0.924731183,0.869565217
5089,150.98433889999998,0.8444444440000001,0.831460674,0.813186813,0.837209302
